schoolnames,schoolurls,schoolwins,year,games,overallwins,overalllosses,winlosspct,srs,sos,wins_conf,losses_conf,wins_home,losses_home,wins_visitor,losses_visitor,pts,opp_pts,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate0
Tennessee State,https://www.sports-reference.com/cbb/schools/tennessee-state/1994.html,0,1994,31,19,12,0.613,0.02,-2.78,12,4,,,,,2488,2300,,,0.343,0.309,0.542,54,50.7,,10.4,0.519,17.8,,0.224
Texas Southern,https://www.sports-reference.com/cbb/schools/texas-southern/1994.html,0,1994,30,19,11,0.633,-5.86,-7.4,12,2,,,,,2496,2342,,,0.41,0.317,0.515,51.5,47.2,,5.1,0.479,13.5,,0.274
Texas State,https://www.sports-reference.com/cbb/schools/texas-state/1994.html,0,1994,32,25,7,0.781,-0.16,-7.4,14,4,,,,,2329,2070,,,0.467,0.194,0.538,53.6,52.3,,7.5,0.518,17,,0.279
Texas,https://www.sports-reference.com/cbb/schools/texas/1994.html,1,1994,34,26,8,0.765,14.59,3,12,2,,,,,3119,2707,,,0.385,0.29,0.541,49.9,49.9,,8,0.515,22.7,,0.25
Tulsa,https://www.sports-reference.com/cbb/schools/tulsa/1994.html,2,1994,31,23,8,0.742,10.9,2.47,15,3,,,,,2586,2268,,,0.365,0.319,0.56,53.6,62.2,,5.4,0.531,16.2,,0.252
UCLA,https://www.sports-reference.com/cbb/schools/ucla/1994.html,0,1994,28,21,7,0.75,16.24,6.7,13,5,,,,,2410,2143,,,0.372,0.171,0.545,54.8,54.7,,9.8,0.511,17.2,,0.261
Virginia,https://www.sports-reference.com/cbb/schools/virginia/1994.html,1,1994,31,18,13,0.581,9.58,11.19,8,8,,,,,1988,2038,,,0.382,0.238,0.466,50.1,54.2,,11.6,0.424,17.6,,0.252
Wake Forest,https://www.sports-reference.com/cbb/schools/wake-forest/1994.html,1,1994,33,21,12,0.636,13.87,7.84,9,7,,,,,2353,2162,,,0.382,0.281,0.544,50.9,50.8,,12.2,0.501,15.7,,0.282
Washington State,https://www.sports-reference.com/cbb/schools/washington-state/1994.html,0,1994,31,20,11,0.645,13.43,7.63,10,8,,,,,2355,2138,,,0.352,0.334,0.563,51.7,50.6,,7.4,0.534,18.8,,0.247
Western Kentucky,https://www.sports-reference.com/cbb/schools/western-kentucky/1994.html,0,1994,31,20,11,0.645,8.12,1.72,14,4,,,,,2403,2171,,,0.38,0.285,0.54,53.9,50.4,,11.2,0.515,19.4,,0.243
Wisconsin,https://www.sports-reference.com/cbb/schools/wisconsin/1994.html,1,1994,29,18,11,0.621,15,9.86,8,10,,,,,2259,2099,,,0.341,0.347,0.554,50.8,57.8,,10.5,0.529,18,,0.229
Alabama,https://www.sports-reference.com/cbb/schools/alabama/1995.html,1,1995,33,23,10,0.697,15.47,6.59,10,6,,,,,2408,2115,,,0.329,0.314,0.528,53.3,56.2,,14.5,0.505,18.6,,0.212
Arizona State,https://www.sports-reference.com/cbb/schools/arizona-state/1995.html,2,1995,33,24,9,0.727,16.75,9.06,12,6,,,,,2585,2331,,,0.369,0.31,0.541,49.3,63.7,,11.3,0.521,18.5,,0.229
Arizona,https://www.sports-reference.com/cbb/schools/arizona/1995.html,0,1995,31,23,8,0.742,19.13,10.4,13,5,,,,,2631,2350,,,0.38,0.302,0.568,52.4,59,,6.7,0.546,18.5,,0.25
Arkansas,https://www.sports-reference.com/cbb/schools/arkansas/1995.html,5,1995,39,32,7,0.821,16.85,10.45,12,4,,,,,3416,3115,,,0.342,0.348,0.558,49.1,59,,7.8,0.533,17.1,,0.231
Ball State,https://www.sports-reference.com/cbb/schools/ball-state/1995.html,0,1995,30,19,11,0.633,5.3,2.55,11,7,,,,,2334,2183,,,0.413,0.277,0.553,50.4,58.7,,6.5,0.526,18.2,,0.27
Brigham Young,https://www.sports-reference.com/cbb/schools/brigham-young/1995.html,0,1995,32,22,10,0.688,11.65,5.71,13,5,,,,,2405,2214,,,0.458,0.279,0.567,52,61.6,,8.1,0.513,17.4,,0.354
Charlotte,https://www.sports-reference.com/cbb/schools/charlotte/1995.html,0,1995,28,19,9,0.679,9.26,3.54,8,4,,,,,2087,1927,,,0.375,0.259,0.53,54.2,58.1,,13.8,0.485,17.5,,0.279
Chattanooga,https://www.sports-reference.com/cbb/schools/chattanooga/1995.html,0,1995,30,19,11,0.633,-1.49,-4.6,11,3,,,,,2294,2170,,,0.42,0.387,0.549,50.5,58.8,,8.6,0.513,19.2,,0.291
Cincinnati,https://www.sports-reference.com/cbb/schools/cincinnati/1995.html,1,1995,34,22,12,0.647,18.34,8.93,7,5,,,,,2754,2423,,,0.373,0.312,0.546,54.8,55.2,,8.2,0.52,17.3,,0.245
Colgate,https://www.sports-reference.com/cbb/schools/colgate/1995.html,0,1995,30,17,13,0.567,-5.43,-4.96,11,3,,,,,2296,2313,,,0.384,0.294,0.532,50.9,47.1,,13.2,0.507,18.8,,0.246
Connecticut,https://www.sports-reference.com/cbb/schools/connecticut/1995.html,3,1995,33,28,5,0.848,18.99,7.41,16,2,,,,,2837,2455,,,0.343,0.27,0.561,53.1,61.5,,7.4,0.524,16.9,,0.256
Drexel,https://www.sports-reference.com/cbb/schools/drexel/1995.html,0,1995,30,22,8,0.733,5.68,-3.69,12,4,,,,,2262,1981,,,0.428,0.316,0.541,53.9,60.1,,6.2,0.501,17.6,,0.299
Florida International,https://www.sports-reference.com/cbb/schools/florida-international/1995.html,0,1995,30,11,19,0.367,-10.51,-5.31,4,12,,,,,2018,2172,,,0.38,0.222,0.498,49.1,54.4,,4.8,0.465,19.6,,0.247
Florida,https://www.sports-reference.com/cbb/schools/florida/1995.html,0,1995,30,17,13,0.567,15.34,11.31,8,8,,,,,2178,2057,,,0.435,0.22,0.537,54.5,54.5,,8.3,0.492,18.8,,0.311
Georgetown,https://www.sports-reference.com/cbb/schools/georgetown/1995.html,2,1995,31,21,10,0.677,11.34,6.41,11,7,,,,,2340,2147,,,0.439,0.261,0.51,51.3,45.3,,12.5,0.473,19.5,,0.285
Gonzaga,https://www.sports-reference.com/cbb/schools/gonzaga/1995.html,0,1995,30,21,9,0.7,8.57,-0.22,7,7,,,,,2296,1984,,,0.486,0.364,0.592,51,51.6,,7.4,0.558,16.8,,0.342
Green Bay,https://www.sports-reference.com/cbb/schools/green-bay/1995.html,0,1995,30,22,8,0.733,4.78,-1.36,11,4,,,,,1951,1767,,,0.388,0.318,0.58,49.3,73.6,,5.7,0.544,17.6,,0.285
Illinois,https://www.sports-reference.com/cbb/schools/illinois/1995.html,0,1995,31,19,12,0.613,11.95,7.68,10,8,,,,,2265,2125,,,0.377,0.249,0.521,54.3,48.2,,4.3,0.492,16.4,,0.245
Indiana,https://www.sports-reference.com/cbb/schools/indiana/1995.html,0,1995,31,19,12,0.613,14.85,9.05,11,7,,,,,2345,2158,,,0.416,0.165,0.545,51.8,56,,11,0.514,18.1,,0.277
Iowa State,https://www.sports-reference.com/cbb/schools/iowa-state/1995.html,1,1995,34,23,11,0.676,16.57,9.7,6,8,,,,,2607,2298,,,0.424,0.238,0.571,52,67.3,,7.5,0.526,17.1,,0.321
Kansas,https://www.sports-reference.com/cbb/schools/kansas/1995.html,2,1995,31,25,6,0.806,22.16,10.02,11,3,,,,,2573,2171,,,0.42,0.306,0.557,53.3,57.8,,12.8,0.529,17.3,,0.279
Kentucky,https://www.sports-reference.com/cbb/schools/kentucky/1995.html,3,1995,33,28,5,0.848,28.28,9.65,14,2,,,,,2884,2278,,,0.362,0.333,0.556,52.3,63.7,,12.8,0.522,15.9,,0.261
Long Beach State,https://www.sports-reference.com/cbb/schools/long-beach-state/1995.html,0,1995,30,20,10,0.667,4.84,3.64,13,5,,,,,2173,2098,,,0.405,0.285,0.54,51,63.3,,7.8,0.516,20.6,,0.254
Louisville,https://www.sports-reference.com/cbb/schools/louisville/1995.html,0,1995,33,19,14,0.576,11.6,7.82,7,5,,,,,2521,2396,,,0.329,0.317,0.552,48.6,55.7,,13,0.528,18.4,,0.221
Manhattan,https://www.sports-reference.com/cbb/schools/manhattan/1995.html,1,1995,31,26,5,0.839,9.32,-3.71,12,2,,,,,2333,1929,,,0.435,0.237,0.557,53,58.1,,9.7,0.527,17.3,,0.288
Maryland,https://www.sports-reference.com/cbb/schools/maryland/1995.html,2,1995,34,26,8,0.765,22.88,10.36,12,4,,,,,2946,2514,,,0.475,0.244,0.578,54.5,61.9,,11.9,0.541,17.2,,0.335
Massachusetts,https://www.sports-reference.com/cbb/schools/massachusetts/1995.html,3,1995,34,29,5,0.853,23.15,8.03,13,3,,,,,2749,2235,,,0.399,0.244,0.534,54.5,58,,17.8,0.504,16.2,,0.263
Memphis,https://www.sports-reference.com/cbb/schools/memphis/1995.html,2,1995,34,24,10,0.706,14.37,5.78,9,3,,,,,2701,2409,,,0.365,0.248,0.533,52.8,61.4,,15.5,0.509,18.3,,0.233
Miami (OH),https://www.sports-reference.com/cbb/schools/miami-oh/1995.html,1,1995,30,23,7,0.767,10.06,0.82,16,2,,,,,2119,1827,,,0.4,0.305,0.539,50.7,52.7,,7.8,0.507,16.3,,0.269
Michigan State,https://www.sports-reference.com/cbb/schools/michigan-state/1995.html,0,1995,28,22,6,0.786,17.6,7.88,14,4,,,,,2194,1926,,,0.338,0.233,0.568,54.8,55.7,,4,0.546,16.9,,0.227
Michigan,https://www.sports-reference.com/cbb/schools/michigan/1995.html,0,1995,31,17,14,0.548,9.77,8.9,11,7,,,,,2188,2161,,,0.347,0.222,0.504,51.9,46.1,,11,0.475,19.4,,0.224
Minnesota,https://www.sports-reference.com/cbb/schools/minnesota/1995.html,0,1995,32,19,13,0.594,13.88,6.27,10,8,,,,,2360,2123,,,0.355,0.309,0.519,53,61.4,,7.2,0.484,17.5,,0.245
Mississippi State,https://www.sports-reference.com/cbb/schools/mississippi-state/1995.html,2,1995,30,22,8,0.733,17.33,8.53,12,4,,,,,2201,1937,,,0.359,0.374,0.546,51.9,61.2,,11.1,0.515,19.6,,0.249
Missouri,https://www.sports-reference.com/cbb/schools/missouri/1995.html,1,1995,29,20,9,0.69,11.97,8.35,8,6,,,,,2233,2128,,,0.463,0.276,0.545,52.5,48.7,,8.6,0.504,18,,0.322
Mount St. Mary's,https://www.sports-reference.com/cbb/schools/mount-st-marys/1995.html,0,1995,30,17,13,0.567,-6.95,-6.74,12,6,,,,,2323,2312,,,0.359,0.279,0.526,50.8,52.5,,7.6,0.491,16.9,,0.25
Murray State,https://www.sports-reference.com/cbb/schools/murray-state/1995.html,0,1995,30,21,9,0.7,-2.43,-9.1,11,5,,,,,2608,2316,,,0.367,0.288,0.567,50.5,44.2,,11,0.525,16.3,,0.282
Nicholls State,https://www.sports-reference.com/cbb/schools/nicholls-state/1995.html,0,1995,30,24,6,0.8,3.32,-5.18,17,1,,,,,2709,2340,,,0.377,0.237,0.551,49.7,59.1,,7.4,0.517,15.5,,0.263
North Carolina A&T,https://www.sports-reference.com/cbb/schools/north-carolina-at/1995.html,0,1995,30,15,15,0.5,-14.04,-9.45,10,6,,,,,2047,2157,,,0.375,0.343,0.518,47.3,47.1,,5.5,0.483,19,,0.254
North Carolina,https://www.sports-reference.com/cbb/schools/north-carolina/1995.html,4,1995,34,28,6,0.824,23.45,13.01,12,4,,,,,2871,2516,,,0.371,0.315,0.594,51.2,55.2,,12.2,0.573,15.3,,0.252
Oklahoma State,https://www.sports-reference.com/cbb/schools/oklahoma-state/1995.html,4,1995,37,27,10,0.73,21.72,10.27,10,4,,,,,2859,2380,,,0.431,0.297,0.586,53.2,64.5,,8.5,0.56,18.8,,0.293
Oklahoma,https://www.sports-reference.com/cbb/schools/oklahoma/1995.html,0,1995,32,23,9,0.719,15.21,7.12,9,5,,,,,2614,2354,,,0.39,0.312,0.567,51.2,61.7,,9,0.527,16.7,,0.29
Old Dominion,https://www.sports-reference.com/cbb/schools/old-dominion/1995.html,1,1995,33,21,12,0.636,4.08,1.2,12,2,,,,,2548,2453,,,0.424,0.32,0.546,48.6,62.2,,9.5,0.503,17.4,,0.304
Oregon,https://www.sports-reference.com/cbb/schools/oregon/1995.html,0,1995,28,19,9,0.679,14.69,10.69,11,7,,,,,2385,2252,,,0.467,0.341,0.542,50,56.3,,4.9,0.505,17.1,,0.314
Pennsylvania,https://www.sports-reference.com/cbb/schools/pennsylvania/1995.html,0,1995,28,22,6,0.786,8.62,-5.38,14,0,,,,,2297,1889,,,0.311,0.341,0.564,49.8,60.5,,7.2,0.545,14.4,,0.205
Purdue,https://www.sports-reference.com/cbb/schools/purdue/1995.html,1,1995,32,25,7,0.781,13.37,5.72,15,3,,,,,2444,2199,,,0.45,0.262,0.559,52,62.2,,8.2,0.527,17.7,,0.304
Saint Louis,https://www.sports-reference.com/cbb/schools/saint-louis/1995.html,1,1995,31,23,8,0.742,17.23,4,8,4,,,,,2350,1940,,,0.404,0.41,0.554,51,59.9,,2.8,0.52,14.3,,0.28
Saint Peter's,https://www.sports-reference.com/cbb/schools/saint-peters/1995.html,0,1995,30,19,11,0.633,-1.79,-2.95,10,4,,,,,2048,2013,,,0.373,0.186,0.521,52.4,57.3,,6.2,0.484,19.1,,0.259
Santa Clara,https://www.sports-reference.com/cbb/schools/santa-clara/1995.html,0,1995,28,21,7,0.75,9.91,1.98,12,2,,,,,2137,1920,,,0.417,0.292,0.541,52.9,51.4,,6.4,0.498,18.2,,0.3
Southern Illinois,https://www.sports-reference.com/cbb/schools/southern-illinois/1995.html,0,1995,32,23,9,0.719,8.02,3.34,13,5,,,,,2486,2286,,,0.329,0.331,0.551,52.4,54.9,,8,0.526,17.2,,0.222
Stanford,https://www.sports-reference.com/cbb/schools/stanford/1995.html,1,1995,29,20,9,0.69,13.15,7.32,10,8,,,,,2290,2120,,,0.477,0.208,0.539,51.6,51,,6.2,0.487,15.1,,0.348
Syracuse,https://www.sports-reference.com/cbb/schools/syracuse/1995.html,1,1995,30,20,10,0.667,15.1,7.2,12,6,,,,,2471,2202,,,0.362,0.247,0.555,49.8,58.5,,10.5,0.531,18.3,,0.24
Temple,https://www.sports-reference.com/cbb/schools/temple/1995.html,0,1995,30,19,11,0.633,12.15,9.18,10,6,,,,,1881,1792,,,0.347,0.403,0.477,48.7,51.7,,12.2,0.452,13.5,,0.208
Texas Southern,https://www.sports-reference.com/cbb/schools/texas-southern/1995.html,0,1995,29,22,7,0.759,0.69,-8.05,12,2,,,,,2410,2128,,,0.475,0.377,0.524,52.2,49,,6,0.479,14.7,,0.327
Texas,https://www.sports-reference.com/cbb/schools/texas/1995.html,1,1995,30,23,7,0.767,15.81,3.74,11,3,,,,,2787,2425,,,0.357,0.321,0.559,48.6,43,,5.7,0.539,14.7,,0.23
Tulane,https://www.sports-reference.com/cbb/schools/tulane/1995.html,1,1995,33,23,10,0.697,9.81,4.21,7,5,,,,,2546,2361,,,0.428,0.243,0.537,51.3,54.9,,7.2,0.513,19.1,,0.266
Tulsa,https://www.sports-reference.com/cbb/schools/tulsa/1995.html,2,1995,32,24,8,0.75,12.38,4.66,15,3,,,,,2394,2156,,,0.442,0.343,0.523,52,59.7,,8.3,0.474,16.4,,0.318
UCLA,https://www.sports-reference.com/cbb/schools/ucla/1995.html,6,1995,33,31,2,0.939,23.74,10.08,16,2,,,,,2889,2438,,,0.412,0.165,0.575,52.9,60.5,,9.8,0.541,16.8,,0.292
Utah,https://www.sports-reference.com/cbb/schools/utah/1995.html,1,1995,34,28,6,0.824,16.4,4.96,15,3,,,,,2637,2206,,,0.442,0.32,0.583,57,59.4,,7.6,0.541,17.7,,0.329
Villanova,https://www.sports-reference.com/cbb/schools/villanova/1995.html,0,1995,33,25,8,0.758,16.1,7.98,14,4,,,,,2588,2312,,,0.317,0.346,0.577,49.9,66.2,,11.5,0.55,17.4,,0.229
Virginia,https://www.sports-reference.com/cbb/schools/virginia/1995.html,3,1995,34,25,9,0.735,20.56,9.94,12,4,,,,,2633,2272,,,0.376,0.31,0.539,53.2,53.4,,10.2,0.5,15.4,,0.271
Wake Forest,https://www.sports-reference.com/cbb/schools/wake-forest/1995.html,2,1995,32,26,6,0.813,19.15,10.83,12,4,,,,,2286,2011,,,0.367,0.363,0.574,52.2,53.3,,13.9,0.534,17.9,,0.28
Weber State,https://www.sports-reference.com/cbb/schools/weber-state/1995.html,1,1995,30,21,9,0.7,8.47,3.54,11,3,,,,,2319,1990,,,0.376,0.271,0.546,56.2,51.4,,7.8,0.507,15.5,,0.273
Western Kentucky,https://www.sports-reference.com/cbb/schools/western-kentucky/1995.html,1,1995,31,27,4,0.871,7.94,-2.29,17,1,,,,,2493,2152,,,0.38,0.246,0.547,52.4,52.4,,9,0.519,17.6,,0.253
Xavier,https://www.sports-reference.com/cbb/schools/xavier/1995.html,0,1995,28,23,5,0.821,10.45,-0.89,14,0,,,,,2348,2014,,,0.48,0.277,0.556,51.9,57.9,,4.9,0.51,17.7,,0.345
Arizona,https://www.sports-reference.com/cbb/schools/arizona/1996.html,2,1996,33,26,7,0.788,18.14,8.42,13,5,,,,,2693,2372,,,0.402,0.298,0.571,52.3,60.5,,8.2,0.547,18.7,,0.265
Arkansas,https://www.sports-reference.com/cbb/schools/arkansas/1996.html,2,1996,33,20,13,0.606,11.67,8.09,9,7,,,,,2560,2442,,,0.356,0.273,0.511,49.1,52.9,,10.7,0.486,18.2,,0.222
Austin Peay,https://www.sports-reference.com/cbb/schools/austin-peay/1996.html,0,1996,30,19,11,0.633,-0.41,-4.2,10,6,,,,,2377,2224,,,0.308,0.304,0.561,46.9,59.1,,8.9,0.538,15.5,,0.211
Boston College,https://www.sports-reference.com/cbb/schools/boston-college/1996.html,1,1996,30,19,11,0.633,16.93,9.23,10,8,,,,,2346,2115,,,0.445,0.316,0.556,53.4,53.3,,7.4,0.517,18.5,,0.314
Bradley,https://www.sports-reference.com/cbb/schools/bradley/1996.html,0,1996,30,22,8,0.733,9.71,3.55,15,3,,,,,2136,1951,,,0.434,0.246,0.535,49.7,60.5,,7.8,0.493,15.8,,0.303
University of California,https://www.sports-reference.com/cbb/schools/california/1996.html,0,1996,28,17,11,0.607,11.9,6.44,11,7,,,,,2117,1964,,,0.475,0.271,0.54,51.4,51.4,,9.6,0.496,17.9,,0.333
Canisius,https://www.sports-reference.com/cbb/schools/canisius/1996.html,0,1996,30,19,11,0.633,1.13,-1.6,7,7,,,,,1973,1891,,,0.366,0.305,0.508,48.4,62.3,,6.7,0.469,17.8,,0.255
Central Florida,https://www.sports-reference.com/cbb/schools/central-florida/1996.html,0,1996,30,11,19,0.367,-10,-3.83,6,10,,,,,2243,2395,,,0.358,0.319,0.546,49.1,55.8,,7.9,0.511,21.2,,0.255
Cincinnati,https://www.sports-reference.com/cbb/schools/cincinnati/1996.html,3,1996,33,28,5,0.848,22.11,7.69,11,3,,,,,2627,2151,,,0.417,0.252,0.544,55.3,58.1,,8.3,0.511,16,,0.282
Clemson,https://www.sports-reference.com/cbb/schools/clemson/1996.html,0,1996,29,18,11,0.621,13.18,8.18,7,9,,,,,1971,1826,,,0.431,0.284,0.527,52.7,54.1,,10.4,0.494,15.3,,0.284
Colgate,https://www.sports-reference.com/cbb/schools/colgate/1996.html,0,1996,30,15,15,0.5,-4.68,-3.65,9,3,,,,,2164,2195,,,0.401,0.302,0.532,48.1,52.4,,15.2,0.502,19.3,,0.262
Connecticut,https://www.sports-reference.com/cbb/schools/connecticut/1996.html,2,1996,35,32,3,0.914,26.05,8.19,17,1,,,,,2890,2265,,,0.312,0.283,0.563,55.8,62.1,,12.1,0.532,17.4,,0.228
Drexel,https://www.sports-reference.com/cbb/schools/drexel/1996.html,1,1996,31,27,4,0.871,10.97,-5.06,17,1,,,,,2560,2056,,,0.446,0.335,0.578,53.9,59.6,,5.4,0.541,16.1,,0.319
Duke,https://www.sports-reference.com/cbb/schools/duke/1996.html,0,1996,31,18,13,0.581,16.06,10.48,8,8,,,,,2336,2163,,,0.339,0.33,0.539,49.5,52.9,,8.7,0.507,16.1,,0.238
Eastern Michigan,https://www.sports-reference.com/cbb/schools/eastern-michigan/1996.html,1,1996,31,25,6,0.806,11.54,3.71,14,4,,,,,2594,2304,,,0.382,0.254,0.558,49.7,50.4,,8.5,0.524,13.8,,0.27
George Washington,https://www.sports-reference.com/cbb/schools/george-washington/1996.html,0,1996,29,21,8,0.724,8.99,3.61,13,3,,,,,2263,2107,,,0.459,0.223,0.536,49.5,59.9,,8.3,0.492,17.1,,0.321
Georgetown,https://www.sports-reference.com/cbb/schools/georgetown/1996.html,3,1996,37,29,8,0.784,22.63,9.83,13,5,,,,,3082,2545,,,0.436,0.241,0.542,54.7,46.5,,11.3,0.516,18.1,,0.277
Georgia Tech,https://www.sports-reference.com/cbb/schools/georgia-tech/1996.html,2,1996,36,24,12,0.667,16.96,12.71,13,3,,,,,2888,2735,,,0.349,0.359,0.573,49.9,60.3,,8.2,0.546,17.5,,0.245
Georgia,https://www.sports-reference.com/cbb/schools/georgia/1996.html,2,1996,31,21,10,0.677,19.3,8.14,9,7,,,,,2456,2110,,,0.335,0.293,0.544,53.2,62.4,,10.7,0.519,16.7,,0.223
Green Bay,https://www.sports-reference.com/cbb/schools/green-bay/1996.html,0,1996,29,25,4,0.862,8.05,-0.88,16,0,,,,,1878,1620,,,0.411,0.224,0.562,49.9,73.1,,5.3,0.519,15.3,,0.306
Indiana,https://www.sports-reference.com/cbb/schools/indiana/1996.html,0,1996,31,19,12,0.613,17.61,10.87,12,6,,,,,2349,2142,,,0.459,0.275,0.564,51.5,62.7,,9,0.526,18.3,,0.322
Iowa State,https://www.sports-reference.com/cbb/schools/iowa-state/1996.html,1,1996,33,24,9,0.727,10.9,7.24,9,5,,,,,2223,2091,,,0.504,0.242,0.52,49.1,58.3,,7.4,0.473,17.7,,0.343
Iowa,https://www.sports-reference.com/cbb/schools/iowa/1996.html,1,1996,32,23,9,0.719,18.65,6.9,11,7,,,,,2548,2172,,,0.415,0.313,0.569,56.3,63.1,,6.9,0.532,19,,0.298
Kansas State,https://www.sports-reference.com/cbb/schools/kansas-state/1996.html,0,1996,29,17,12,0.586,7.75,7.72,7,7,,,,,1970,1963,,,0.452,0.235,0.499,51.2,54.6,,10.3,0.459,19.2,,0.293
Kansas,https://www.sports-reference.com/cbb/schools/kansas/1996.html,3,1996,34,29,5,0.853,21.39,7.24,12,2,,,,,2741,2219,,,0.434,0.319,0.538,53.7,62.5,,13.5,0.506,17.2,,0.284
Kentucky,https://www.sports-reference.com/cbb/schools/kentucky/1996.html,6,1996,36,34,2,0.944,32.14,10.06,16,0,,,,,3292,2497,,,0.359,0.272,0.571,53.8,65.4,,11.2,0.541,16.1,,0.256
Louisiana-Monroe,https://www.sports-reference.com/cbb/schools/louisiana-monroe/1996.html,0,1996,30,16,14,0.533,-2.52,-3.63,13,5,,,,,2318,2256,,,0.296,0.316,0.541,47.5,49.8,,10.6,0.515,17.6,,0.204
Louisville,https://www.sports-reference.com/cbb/schools/louisville/1996.html,2,1996,34,22,12,0.647,15.18,9.84,10,4,,,,,2602,2422,,,0.412,0.325,0.571,48.2,55.7,,9.9,0.543,19.3,,0.279
Marquette,https://www.sports-reference.com/cbb/schools/marquette/1996.html,1,1996,31,23,8,0.742,14.45,4.93,10,4,,,,,2259,1964,,,0.354,0.329,0.531,53.4,58.2,,13.2,0.494,16.5,,0.253
Maryland,https://www.sports-reference.com/cbb/schools/maryland/1996.html,0,1996,30,17,13,0.567,15,9.94,8,8,,,,,2440,2288,,,0.408,0.284,0.533,51,61.5,,7.4,0.497,18.1,,0.279
Massachusetts,https://www.sports-reference.com/cbb/schools/massachusetts/1996.html,4,1996,37,35,2,0.946,21.38,8.92,15,1,,,,,2768,2307,,,0.42,0.209,0.528,53.8,56.3,,15,0.49,15.7,,0.285
Memphis,https://www.sports-reference.com/cbb/schools/memphis/1996.html,0,1996,30,22,8,0.733,14.35,6.58,11,3,,,,,2205,1972,,,0.304,0.289,0.525,50.6,58.5,,13.1,0.507,17.2,,0.188
Michigan,https://www.sports-reference.com/cbb/schools/michigan/1996.html,0,1996,32,21,11,0.656,15.02,8.55,10,8,,,,,2283,2076,,,0.373,0.254,0.517,52.9,50.1,,8.9,0.483,19.3,,0.251
Mississippi State,https://www.sports-reference.com/cbb/schools/mississippi-state/1996.html,4,1996,34,26,8,0.765,16.2,8.73,10,6,,,,,2484,2230,,,0.388,0.303,0.569,54.4,59,,13,0.536,21.1,,0.276
Mississippi Valley State,https://www.sports-reference.com/cbb/schools/mississippi-valley-state/1996.html,0,1996,29,22,7,0.759,-5.56,-11.92,11,3,,,,,2486,2218,,,0.38,0.263,0.527,56.8,43.4,,7.8,0.504,18,,0.235
Monmouth,https://www.sports-reference.com/cbb/schools/monmouth/1996.html,0,1996,30,20,10,0.667,-1.89,-5.56,14,4,,,,,2065,1955,,,0.43,0.224,0.545,49.2,62.5,,9.9,0.507,17.7,,0.299
Montana State,https://www.sports-reference.com/cbb/schools/montana-state/1996.html,0,1996,30,21,9,0.7,7.48,-2.45,11,3,,,,,2425,2098,,,0.344,0.314,0.579,53.5,69.8,,6.9,0.556,17.8,,0.234
New Mexico,https://www.sports-reference.com/cbb/schools/new-mexico/1996.html,1,1996,33,28,5,0.848,11.55,3.42,14,4,,,,,2567,2293,,,0.452,0.321,0.586,51.7,57.9,,9.5,0.554,17.9,,0.316
New Orleans,https://www.sports-reference.com/cbb/schools/new-orleans/1996.html,0,1996,30,21,9,0.7,5.97,1.47,14,4,,,,,2178,2043,,,0.378,0.307,0.538,52.6,57.6,,6.3,0.51,19.7,,0.25
North Carolina-Greensboro,https://www.sports-reference.com/cbb/schools/north-carolina-greensboro/1996.html,0,1996,30,20,10,0.667,-1.94,-7.18,11,3,,,,,2129,1972,,,0.411,0.311,0.551,51.8,60.7,,10.1,0.525,19.1,,0.269
North Carolina,https://www.sports-reference.com/cbb/schools/north-carolina/1996.html,1,1996,32,21,11,0.656,18.02,11.42,10,6,,,,,2484,2273,,,0.328,0.317,0.575,54.4,60.8,,9.6,0.555,16.6,,0.22
Northern Illinois,https://www.sports-reference.com/cbb/schools/northern-illinois/1996.html,0,1996,30,20,10,0.667,4.37,-3.6,10,6,,,,,2249,1979,,,0.362,0.314,0.534,54.5,57.1,,8.8,0.507,15.6,,0.238
Oklahoma,https://www.sports-reference.com/cbb/schools/oklahoma/1996.html,0,1996,30,17,13,0.567,12.8,6.83,8,6,,,,,2371,2192,,,0.318,0.296,0.53,52.7,56.1,,6.5,0.497,14.8,,0.225
Penn State,https://www.sports-reference.com/cbb/schools/penn-state/1996.html,0,1996,28,21,7,0.75,17.08,6.33,12,6,,,,,2095,1794,,,0.413,0.31,0.563,54.3,65,,11.7,0.532,18.9,,0.284
Portland,https://www.sports-reference.com/cbb/schools/portland/1996.html,0,1996,30,19,11,0.633,1.75,-0.18,7,7,,,,,2287,2165,,,0.322,0.24,0.515,47.6,57.7,,5.1,0.481,16,,0.226
Princeton,https://www.sports-reference.com/cbb/schools/princeton/1996.html,1,1996,29,22,7,0.759,2.53,-4.15,12,2,,,,,1714,1498,,,0.346,0.481,0.577,48.9,58.1,,6.4,0.553,18.1,,0.238
Purdue,https://www.sports-reference.com/cbb/schools/purdue/1996.html,1,1996,32,26,6,0.813,17.24,8.49,15,3,,,,,2338,2058,,,0.471,0.254,0.551,51.5,63.8,,8.4,0.516,18.8,,0.317
San Jose State,https://www.sports-reference.com/cbb/schools/san-jose-state/1996.html,0,1996,30,13,17,0.433,-3.16,1.21,9,9,,,,,2161,2292,,,0.435,0.215,0.51,49.9,54,,7.1,0.474,20,,0.284
